mean radius,mean perimeter,mean area,mean concavity,mean concave points,worst radius,worst perimeter,worst area,worst concavity,worst concave points,target
1.0970639814699807,1.2699336881399383,0.9843749048031144,2.652873983743168,2.532475216403245,1.886689625179276,2.303600623622561,2.0012374893299207,2.109526346572256,2.296076127561788,0
1.8298206075464456,1.6859547105508974,1.9087082542365936,-0.0238458551987692,0.5481441558908369,1.805927438479428,1.535125992343437,1.8904889885289908,-0.1467489683154696,1.087084295170027,0
1.5798881149312178,1.5665031298586416,1.5588836327586924,1.3634784515699176,2.037230755700812,1.5118702458799815,1.3474752102869063,1.456284548880901,0.8549739441841201,1.9550003461313663,0
-0.7689092872596208,-0.5926871666544732,-0.7644637923250287,1.9158971800569968,1.451707356849496,-0.2814644639166429,-0.2499393042673343,-0.5500212283270541,1.9895882583898328,2.175786008218023,0
1.7502966326234184,1.7765731510760563,1.826229278440991,1.3710114342311053,1.4284927727540695,1.2985752399803827,1.3385394587604047,1.2207242455900345,0.6131787584083571,0.7292592566157908,0
-0.4763746652213425,-0.3871480674633165,-0.5056504544836544,0.8663015959315467,0.8246556464496959,-0.1654982471168611,-0.1150094562171625,-0.2443202078622653,1.263243196357085,0.905887786285116,0
1.170907672469935,1.13812504737607,1.095294906735132,0.3000723992322905,0.646935108208041,1.3689833001802505,1.368325297182076,1.2752195396349364,0.5095522502187443,1.196715796344091,0
-0.1185167780677197,-0.072866839641968,-0.2189649110285938,0.061025749450609,0.2819502582632787,0.1637629755825187,0.0994485804188717,0.0288594274466947,-0.0210538519002913,0.6241957346573126,0
-0.3201668573368246,-0.1840803802864819,-0.3842072728811636,1.2190962838971586,1.150691583078798,-0.161356596516869,-0.0316091086364824,-0.2483634070978549,1.2800345287026242,1.39161624287576,0
-0.4735345232598054,-0.329481787129124,-0.5090633776200244,1.738872087519092,0.941760326219959,-0.2441896085167131,-0.2862780271417735,-0.2974091717382667,3.9954328451526617,1.62001520365506,0
0.537556015047254,0.4420106633418918,0.4064532537111665,-0.700684347306461,-0.404685551314783,0.604848764481689,0.4926216475849352,0.4736113433615398,-0.6058719698777817,-0.2262097293109468,0
0.4693926079703736,0.4790818435567294,0.3586723298019898,0.1348489795302461,0.442130888521722,0.8595602763812097,0.870901795540163,0.7355403373192945,0.596387426062818,1.0109513082435937,0
1.4322007329313104,1.6653596104315431,1.3313554236673744,1.4777286885979273,1.6219476402159576,0.971384842580999,1.323646539549569,0.7935514567864481,0.4399881590729394,0.9454769394868612,0
0.4892736017011304,0.4832008635806006,0.3635073042451804,0.1328401841539294,0.1217696280048353,0.1182048189826047,0.1411487542092119,-0.0071777831313855,-0.1918456894720605,-0.041206571079714,0
